sa2_maincode_2016,sa2_code_2021,ratio
213051468,213051468,1.0
214011370,214011370,1.0
214011371,214011371,1.0
214011372,214011372,1.0
214011373,214011373,1.0
214011374,214011374,1.0
214011375,214011375,1.0
214011376,214011376,1.0
214021377,214021377,1.0
214021378,214021378,1.0
214021379,214021379,1.0
214021380,214021591,0.6026377
214021380,214021592,0.3973623
214021381,214021381,1.0
214021382,214021382,1.0
214021383,214021383,1.0
214021384,214021384,1.0
214021385,214021385,1.0
215011386,215011386,1.0
215011387,215011387,1.0
215011388,215011388,1.0
215011389,215011389,1.0
215011390,215011390,1.0
215011391,215011391,1.0
215011392,215011392,1.0
215011393,215011393,1.0
215011394,215011394,1.0
215021395,215021395,1.0
215021396,215021396,1.0
215021398,215021398,1.0
215021399,215021399,1.0
215021469,215021469,1.0
215021470,215021470,1.0
215031400,215031400,1.0
215031401,215031401,1.0
215031402,215031402,1.0
215031403,215031403,1.0
215031404,215031404,1.0
215031405,215031405,1.0
216011406,216011406,1.0
216011407,216011407,1.0
216011408,216011408,1.0
216011409,216011409,1.0
216011410,216011410,1.0
216021411,216021411,1.0
216021412,216021412,1.0
216021413,216021413,1.0
216021414,216021414,1.0
216031415,216031415,1.0
216031416,216031416,1.0
216031417,216031593,0.312333
216031417,216031594,0.687667
216031418,216031418,1.0
216031419,216031419,1.0
217011420,217011420,1.0
217011421,217011421,1.0
217011422,217011422,1.0
217011423,217011423,1.0
217031471,217031471,1.0
217031472,217031472,1.0
217031473,217031473,1.0
217031474,217031474,1.0
217031475,217031475,1.0
217031476,217031476,1.0
217041477,217041477,1.0
217041478,217041478,1.0
217041479,217041479,1.0
217041480,217041480,1.0
297979799,297979799,1.0
299999499,299999499,1.0
301011001,301011001,1.0
301011002,301011002,1.0
301011003,301011003,1.0
301011004,301011004,1.0
301011005,301011005,1.0
301011006,301011006,1.0
301021007,301021007,1.0
301021008,301021008,1.0
301021009,301021009,1.0
301021011,301021011,1.0
301021012,301021012,1.0
301021013,301021013,1.0
301021527,301021550,0.2258812
301021527,301021551,0.7741188
301031014,301031014,1.0
301031015,301031015,1.0
301031016,301031016,1.0
301031017,301031017,1.0
301031018,301031018,1.0
301031019,301031019,1.0
301031020,301031020,1.0
301031021,301031021,1.0
302011022,302011022,1.0
302011023,302011023,1.0
302011024,302011024,1.0
302011025,302011025,1.0
302011026,302011026,1.0
302021027,302021027,1.0
302021028,302021028,1.0
302021029,302021029,1.0
302021030,302021030,1.0
302021031,302021031,1.0
302021032,302021032,1.0
302021033,302021033,1.0
302021034,302021034,1.0
302031035,302031035,1.0
302031036,302031036,0.4016157
302031036,302031039,0.5983843
302031037,302031037,1.0
302031038,302031038,1.0
302031039,302031039,1.0
302031040,302031040,1.0
302041041,302041041,1.0
302041042,302041042,1.0
302041043,302041043,1.0
302041044,302041044,1.0
302041045,302041045,1.0
302041046,302041046,1.0
303011047,303011047,1.0
303011048,303011048,1.0
303011049,303011049,1.0
303011050,303011050,1.0
303011051,303011051,1.0
303021052,303021052,1.0
303021053,303021053,1.0
303021054,303021054,1.0
303021055,303021055,1.0
303021056,303021056,1.0
303021057,303021057,1.0
303021058,303021058,1.0
303021059,303021059,1.0
303031060,303031060,1.0
303031061,303031061,1.0
303031062,303031062,1.0
303031063,303031063,1.0
303031064,303031064,1.0
303031065,303031065,1.0
303031066,303031066,1.0
303041067,303041067,1.0
303041068,303041068,1.0
303041069,303041069,1.0
303041070,303041070,1.0
303041071,303041071,1.0
303051072,303051072,1.0
303051073,303051073,1.0
303051074,303051074,1.0
303051075,303051075,1.0
303051076,303051076,1.0
303061077,303061077,1.0
303061078,303061078,1.0
303061079,303061079,1.0
303061080,303061080,1.0
304011081,304011081,1.0
304011082,304011082,1.0
304011083,304011083,1.0
304011084,304011084,1.0
304011085,304011085,1.0
304021086,304021086,1.0
304021087,304021087,1.0
304021088,304021088,1.0
304021089,304021089,1.0
304021090,304021090,1.0
304021091,304021091,1.0
304031092,304031092,1.0
304031093,304031093,1.0
304031094,304031094,1.0
304031095,304031095,1.0
304031096,304031096,1.0
304031097,304031097,1.0
304041098,304041098,1.0
304041099,304041099,1.0
304041100,304041100,1.0
304041101,304041101,1.0
304041102,304041102,1.0
304041103,304041103,1.0
304041104,304041104,1.0
305011105,305011105,1.0
305011106,305011106,1.0
305011107,305011107,1.0
305011108,305011108,1.0
305011109,305011109,1.0
305011110,305011110,1.0
305011111,305011111,1.0
305011112,305011112,1.0
305021113,305021113,1.0
305021114,305021114,1.0
305021115,305021115,1.0
305021116,305021116,1.0
305021117,305021117,1.0
305021118,305021118,1.0
305031119,305031119,1.0
305031120,305031120,1.0
305031121,305031121,1.0
305031122,305031122,1.0
305031123,305031123,1.0
305031124,305031124,1.0
305031125,305031125,1.0
305031126,305031126,1.0
305031127,305031127,1.0
305031128,305031128,1.0
305031129,305031129,1.0
305031130,305031130,1.0
305031131,305031131,1.0
305041132,305041132,1.0
305041133,305041133,1.0
305041134,305041134,1.0
305041135,305041135,1.0
305041136,305041136,1.0
305041137,305041137,1.0
306011138,306011138,1.0
306011139,306011139,1.0
306011140,306011140,1.0
306011141,306011141,1.0
306011142,306011139,0.0032018
306011142,306011142,0.9967982
306011143,306011143,1.0
306021144,306021144,1.0
306021145,306021145,1.0
306021146,306021146,1.0
306021147,306021147,1.0
306021148,306021148,1.0
306021149,306021149,1.0
306021150,306021150,1.0
306021151,306021151,1.0
306021152,306021152,1.0
306021153,306021153,1.0
306021154,306021154,1.0
306021155,306021155,1.0
306021156,306021156,1.0
306021157,306021157,1.0
306031158,306031158,1.0
306031159,306031159,1.0
306031160,306031160,1.0
306031161,306031161,1.0
306031162,306031162,1.0
306031163,306031163,1.0
306041164,306041164,1.0
306041165,306041165,1.0
306051166,306051166,1.0
306051167,306051167,1.0
306051168,306051168,1.0
306051169,306051169,1.0
306051170,306051170,1.0
307011171,307011171,1.0
307011172,307011172,1.0
307011173,307011173,1.0
307011174,307011174,1.0
307011175,307011175,1.0
307011176,307011176,1.0
307011177,307011177,1.0
307011178,307011178,1.0
307021179,307021179,1.0
307021180,307021180,1.0
307021181,307021181,1.0
307021182,307021182,1.0
307021183,307021183,1.0
307031184,307031184,1.0
307031185,307031185,1.0
307031186,307031186,1.0
307031187,307031187,1.0
307031188,307031188,1.0
307031189,307031189,1.0
308011190,308011190,1.0
308011191,308011191,1.0
308011192,308011192,1.0
308031205,308031205,1.0
308031206,308031206,1.0
308031207,308031207,1.0
308031208,308031208,1.0
308031209,308031209,1.0
308031210,308031210,1.0
308031211,308031211,1.0
308031212,308031212,1.0
308031213,308031213,1.0
308031214,308031214,1.0
308031215,308031215,1.0
308031216,308031216,1.0
308031217,308031217,1.0
308031218,308031218,1.0
308031219,308031219,1.0
308031220,308031220,1.0
308031221,308031221,1.0
308031222,308031222,1.0
308031223,308031223,1.0
308041528,308041528,1.0
308041529,308041529,1.0
308051530,308051530,1.0
308051531,308051531,1.0
308051532,308051532,1.0
308051533,308051533,1.0
308051534,308051534,1.0
308051535,308051535,1.0
308051536,308051536,1.0
308051537,308051537,1.0
308051538,308051538,1.0
308051539,308051539,1.0
309011224,309011224,1.0
309011225,309011225,1.0
309011226,309011226,1.0
309011227,309011227,1.0
309011228,309011228,1.0
309011229,309011229,1.0
309021230,309021230,1.0
309021231,309021231,1.0
309021232,309021232,1.0
309021233,309021233,1.0
309021234,309021234,1.0
309031235,309031235,1.0
309031236,309031236,1.0
309031237,309031237,1.0
309031238,309031238,1.0
309031239,309031239,1.0
309031240,309031240,1.0
309041241,309041241,1.0
309041242,309041242,1.0
309051243,309051243,1.0
309051244,309051244,1.0
309051245,309051245,1.0
309061246,309061246,1.0
309061247,309061247,1.0
309061248,309061248,1.0
309061249,309061249,1.0
309061250,309061250,1.0
309071251,309071251,1.0
309071252,309071252,1.0
309071253,309071253,1.0
309071254,309071254,1.0
309071255,309071552,0.4729791
309071255,309071553,0.5270209
309071256,309071256,1.0
309071257,309071554,0.3856511
309071257,309071555,0.3835676
309071257,309071558,0.2307813
309071258,309071556,0.3073564
309071258,309071557,0.6167364
309071258,309071558,0.0759071
309081259,309081259,1.0
309081260,309081260,1.0
309081261,309081559,0.6929743
309081261,309081560,0.3070257
309081262,309081262,1.0
309091263,309091263,1.0
309091264,309091264,1.0
309091265,309091265,1.0
309091540,309091540,1.0
309091541,309091541,1.0
309101267,309101267,1.0
309101268,309101268,1.0
309101269,309101269,1.0
309101270,309101561,0.465283
309101270,309101562,0.534717
310011271,310011271,1.0
310011272,310011272,1.0
310011273,310011563,0.2272251
310011273,310011564,0.7727749
310011274,310011274,1.0
310011275,310011275,1.0
310011276,310011276,1.0
310021277,310021277,1.0
310021278,310021278,1.0
310021279,310021279,1.0
310021280,310021280,1.0
310021281,310021281,1.0
310021282,310021282,1.0
310031283,310031283,1.0
310031284,310031284,1.0
310031285,310031285,1.0
310031286,310031286,1.0
310031287,310031287,1.0
310031288,310031288,1.0
310031289,310031289,1.0
310031290,310031290,1.0
310031291,310031291,1.0
310031292,310031292,1.0
310031293,310031293,1.0
310031294,310031294,1.0
310031295,310031295,1.0
310041296,310041565,0.5067528
310041296,310041566,0.4932472
310041297,310041297,1.0
310041298,310041298,1.0
310041299,310041299,1.0
310041300,310041300,1.0
310041301,310041301,1.0
310041302,310041302,1.0
310041303,310041303,1.0
310041304,310041304,1.0
311011305,311011305,1.0
311021306,311021306,1.0
311021307,311021307,1.0
311021308,311021308,1.0
311021309,311021309,1.0
311021310,311021310,1.0
311031311,311031311,1.0
311031312,311031312,1.0
311031313,311031313,1.0
311031314,311031314,1.0
311031315,311031315,1.0
311031316,311031316,1.0
311031317,311031317,1.0
311031318,311031318,1.0
311031319,311031319,1.0
311041320,311041568,0.5112815
311041320,311041569,0.4887185
311041321,311041567,0.2375178
311041321,311041570,0.6090748
311041321,311041571,0.1534074
311041322,311041322,1.0
311051323,311051323,1.0
311051324,311051324,1.0
311051325,311051325,1.0
311051326,311051326,1.0
311051327,311051327,1.0
311051328,311051328,1.0
311061329,311061329,1.0
311061330,311061330,1.0
311061331,311061331,1.0
311061332,311061332,1.0
311061333,311061333,1.0
311061334,311061334,1.0
311061335,311061335,1.0
311061336,311061336,1.0
312011337,312011337,1.0
312011338,312011338,1.0
312011339,312011339,1.0
312011340,312011340,1.0
312011341,312011341,1.0
312021342,312021342,1.0
312021343,312021343,1.0
312021344,312021344,1.0
312021345,312021345,1.0
312021346,312021346,1.0
312021347,312021347,1.0
312021348,312021348,1.0
312021349,312021349,1.0
312021350,312021350,1.0
312021351,312021351,1.0
312021352,312021352,1.0
312021353,312021353,1.0
312021354,312021354,1.0
312021355,312021355,1.0
312021356,312021356,1.0
312021357,312021357,1.0
312021358,312021358,1.0
312031359,312031359,1.0
312031360,312031360,1.0
312031361,312031361,1.0
313011362,313011362,1.0
313011363,313011363,1.0
313021364,313021364,1.0
313021365,313021572,0.5921669
313021365,313021573,0.4078331
313021366,313021366,1.0
313021367,313021367,1.0
313021368,313021368,1.0
313021369,313021369,1.0
313031370,313031370,1.0
313031371,313031371,1.0
313041372,313041372,1.0
313041373,313041373,1.0
313041374,313041374,1.0
313041375,313041375,1.0
313041376,313041376,1.0
313051377,313051377,1.0
313051378,313051378,1.0
313051379,313051379,1.0
313051380,313051380,1.0
313051542,313051574,0.0311014
313051542,313051575,0.9688986
314011382,314011382,1.0
314011383,314011383,1.0
314011384,314011384,1.0
314011385,314011385,1.0
314011386,314011386,1.0
314011387,314011387,1.0
314021388,314021576,0.149261
314021388,314021577,0.850739
314021389,314021389,1.0
314021390,314021578,0.2798332
314021390,314021579,0.7201668
314031391,314031391,1.0
314031392,314031392,1.0
314031393,314031393,1.0
314031394,314031394,1.0
315011395,315011395,1.0
315011396,315011396,0.9999997
315011396,315021404,3e-07
315011397,315011397,1.0
315011398,315011398,1.0
315011399,315011399,1.0
315011400,315011400,1.0
315011401,315011401,1.0
315011402,315011402,1.0
315011403,315011403,1.0
315021404,315021404,1.0
315021405,315021405,1.0
315021406,315021405,0.0078296
315021406,315021406,0.9921704
315021407,315021407,1.0
315031408,315031408,1.0
315031409,315031409,1.0
315031410,315031410,1.0
315031411,315031411,1.0
315031412,315031412,1.0
316011413,316011413,1.0
316011414,316011414,1.0
316011415,316011415,1.0
316011416,316011416,1.0
316021417,316021417,1.0
316021418,316021418,1.0
316021419,316021419,1.0
316021420,316021424,0.0001909
316021420,316021580,0.3671805
316021420,316021581,0.6326285
316021421,316021421,1.0
316021422,316021422,1.0
316021423,316021423,1.0
316021424,316021424,1.0
316031425,316031425,1.0
316031426,316031426,1.0
316031427,316031427,1.0
316031428,316031428,1.0
316051434,316051434,1.0
316051435,316051435,1.0
316051437,316051437,1.0
316051438,316051438,1.0
316051543,316051543,1.0
316051544,316051544,1.0
316061439,316061439,1.0
316061440,316061440,1.0
316061441,316061441,1.0
316061442,316061442,1.0
316061443,316061443,1.0
316061444,316061444,1.0
316071545,316071545,1.0
316071546,316071546,1.0
316071547,316071547,1.0
316071548,316071548,1.0
316081549,316081549,1.0
317011445,317011445,1.0
317011446,317011446,1.0
317011447,317011447,1.0
317011448,317011448,1.0
317011449,317011449,1.0
317011450,317011450,1.0
317011451,317011451,1.0
317011452,317011452,1.0
317011453,317011453,1.0
317011454,317011454,1.0
317011455,317011455,1.0
317011456,317011456,1.0
317011457,317011457,1.0
317011458,317011458,1.0
317011459,317011459,1.0
318011460,318011460,1.0
318011461,318011461,1.0
318011462,318011462,1.0
318011463,318011463,1.0
318011464,318011464,1.0
318011465,318011465,1.0
318011466,318011466,1.0
318021467,318021467,1.0
318021468,318021468,1.0
318021469,318021469,1.0
318021470,318021470,1.0
318021471,318021471,1.0
318021472,318021472,1.0
318021473,318021582,0.7441595
318021473,318021583,0.2558405
318021474,318021474,1.0
318021475,318021475,1.0
318021476,318021476,1.0
318021477,318021477,1.0
318021478,318021478,1.0
318021479,318021479,1.0
318021480,318021480,1.0
318021481,318021481,1.0
318021482,318021482,1.0
318021483,318021483,1.0
318021484,318021484,1.0
318021485,318021485,1.0
318021486,318021486,1.0
318021487,318021487,1.0
318021488,318021488,1.0
318021489,318021489,1.0
318021490,318021490,1.0
318021491,318021491,1.0
319011492,319011492,1.0
319011493,319011493,1.0
319011494,319011494,1.0
319011495,319011495,1.0
319011496,319011496,1.0
319011497,319011497,1.0
319011498,319011498,1.0
319011499,319011499,1.0
319011500,319011500,1.0
319011501,319011501,1.0
319011502,319011502,1.0
319021503,319021503,1.0
319021504,319021504,1.0
319021505,319021505,1.0
319021506,319021506,1.0
319021507,319021507,1.0
319021508,319021508,1.0
319021509,319021509,1.0
319021510,319021510,1.0
319031511,319031511,1.0
319031512,319031512,1.0
319031513,319031513,1.0
319031514,319031514,1.0
319031515,319031515,1.0
319041516,319041516,1.0
319041517,319041517,1.0
319041518,319041518,1.0
319041519,319041519,1.0
319041520,319041520,1.0
319041521,319041521,1.0
319051522,319051522,1.0
319051523,319051523,1.0
319051524,319051524,1.0
319051525,319051525,1.0
319051526,319051526,1.0
397979799,397979799,1.0
399999499,399999499,1.0
401011001,401011001,1.0
401011002,401011002,1.0
401021003,401021003,1.0
401021004,401021004,1.0
401021005,401021005,1.0
401021006,401021006,1.0
401021007,401021007,1.0
401021008,401021008,1.0
401021009,401021009,1.0
401021010,401021010,1.0
401031011,401031011,1.0
401031012,401031012,1.0
401031013,401031013,1.0
401041014,401041014,1.0
401041015,401041015,1.0
401041016,401041016,1.0
401051017,401051017,1.0
401051018,401051018,1.0
401051019,401051019,1.0
401061020,401061020,1.0
401061021,401061021,1.0
401061022,401061022,1.0
401071023,401071023,1.0
401071024,401071024,1.0
402011025,402011025,1.0
402011026,402011026,1.0
402011027,402011027,1.0
402021028,402021028,1.0
402021029,402021029,1.0
402021030,402021030,1.0
402021031,402021031,1.0
402021032,402021032,1.0
402021033,402021033,1.0
402021034,402021034,1.0
402021035,402021035,1.0
402031036,402031036,1.0
402031037,402031175,0.5863112
402031037,402031176,0.4136888
402031038,402031038,1.0
402041039,402041039,1.0
402041040,402041040,1.0
402041041,402041041,1.0
402041042,402041042,1.0
402041043,402041043,1.0
402041044,402041044,1.0
402041046,402041046,1.0
402041047,402041047,1.0
402041048,402041048,1.0
402041171,402041171,1.0
402041172,402041172,1.0
402051049,402051049,1.0
402051050,402051050,1.0
402051051,402051051,1.0
402051052,402051052,1.0
402051053,402051053,1.0
402051054,402051054,1.0
402051055,402051055,1.0
403011056,403011056,1.0
403011057,403011057,1.0
403021058,403021058,1.0
403021059,403021059,1.0
403021060,403021060,1.0
403021061,403021061,1.0
403021062,403021062,1.0
403021063,403021063,1.0
403021064,403021064,1.0
403031065,403031065,1.0
403031066,403031066,1.0
403031067,403031067,1.0
403031068,403031068,1.0
403031069,403031069,1.0
403031070,403031070,1.0
403041071,403041071,1.0
403041072,403041072,1.0
403041073,403041073,1.0
403041074,403041074,1.0
403041075,403041075,1.0
403041076,403041076,1.0
403041077,403041077,1.0
403041078,403041078,1.0
403041079,403041079,1.0
403041080,403041080,1.0
403041081,403041081,1.0
403041082,403041082,1.0
403041083,403041083,1.0
403041084,403041084,1.0
403041085,403041085,1.0
403041086,403041086,1.0
403041087,403041177,0.5559514
403041087,403041178,0.4440486
403041088,403041088,1.0
403041089,403041089,1.0
404011090,404011090,0.9979007
404011090,404011091,0.0020993
404011091,404011091,1.0
404011092,404011092,1.0
404011093,404011093,1.0
404011094,404011094,1.0
404011095,404011095,1.0
404011096,404011096,1.0
404011097,404011097,1.0
404021098,404021098,1.0
404021099,404021099,1.0
404021100,404021100,1.0
404021101,404021101,1.0
404021102,404021102,1.0
404021103,404021103,1.0
404031104,404031104,1.0
404031105,404031105,1.0
404031106,404031106,1.0
404031107,404031107,1.0
404031108,404031108,1.0
404031109,404031109,1.0
405011110,405011110,1.0
405011111,405011111,1.0
405011112,405011112,1.0
405011113,405011113,1.0
405011114,405011114,1.0
405011115,405011115,1.0
405021116,405021116,1.0
405021117,405021117,1.0
405021118,405021118,1.0
405021119,405021119,1.0
405031120,405031120,1.0
405031121,405031121,1.0
405031122,405031122,1.0
405031123,405031123,1.0
405041124,405041124,1.0
405041125,405041125,1.0
405041126,405041126,1.0
405041127,405041127,1.0
405041128,405041128,1.0
406011129,406011129,1.0
406011130,406011130,1.0
406011131,406011131,1.0
406011132,406011132,1.0
406011133,406011133,1.0
406011134,406011134,1.0
406011135,406011135,1.0
406011136,406011136,1.0
406011137,406011137,1.0
406021138,406021138,1.0
406021139,406021139,1.0
406021140,406021140,1.0
406021141,406021141,1.0
406021142,406021142,1.0
406021143,406021143,1.0
407011144,407011144,1.0
407011145,407011145,1.0
407011146,407011146,1.0
407011147,407011147,1.0
407011148,407011148,1.0
407011149,407011149,1.0
407021150,407021150,1.0
407021151,407021151,1.0
407021152,407021152,1.0
407021154,407021154,1.0
407021155,407021155,1.0
407021156,407021156,1.0
407021157,407021157,1.0
407021158,407021158,1.0
407021173,407021173,1.0
407021174,407021174,1.0
407031159,407031159,1.0
407031160,407031160,1.0
407031161,407031161,1.0
407031162,407031162,1.0
407031163,407031163,1.0
407031164,407031164,1.0
407031165,407031165,1.0
407031166,407031166,1.0
407031167,407031167,1.0
407031168,407031168,1.0
407031169,407031169,1.0
407031170,407031170,1.0
497979799,497979799,1.0
499999499,499999499,1.0
501011001,501011001,1.0
501011002,501011293,0.3286241
501011002,501011294,0.6713759
501011003,501011003,1.0
501011004,501011004,1.0
501021005,501021005,1.0
501021007,501021007,1.0
501021008,501021008,1.0
501021009,501021009,1.0
501021010,501021010,1.0
501021011,501021011,1.0
501021012,501021012,1.0
501021014,501021014,1.0
501021015,501021015,1.0
501021016,501021016,1.0
501021251,501021251,1.0
501021252,501021252,1.0
501021253,501021253,1.0
501021254,501021254,1.0
501031017,501031017,1.0
501031018,501031018,1.0
501031019,501031019,1.0
501031020,501031020,1.0
502011021,502011021,1.0
502011022,502011022,1.0
502011023,502011023,1.0
502011024,502011024,1.0
502011025,502011025,1.0
502011026,502011026,1.0
502011027,502011027,1.0
502011028,502011028,1.0
502011029,502011029,1.0
503011030,503011030,1.0
503011031,503011031,1.0
503011032,503011032,1.0
503011033,503011033,1.0
503011034,503011034,1.0
503011035,503011035,1.0
503011036,503011036,1.0
503021037,503021037,1.0
503021038,503021038,1.0
503021039,503021039,1.0
503021040,503021040,1.0
503021041,503021295,0.3493915
503021041,503021296,0.3560715
503021041,503021297,0.294537
503021042,503021042,1.0
503021043,503021043,1.0
504011044,504011044,1.0
504011045,504011045,1.0
504011046,504011046,1.0
504011047,504011047,1.0
504011048,504011048,1.0
504021049,504021049,1.0
504021050,504021050,1.0
504021051,504021051,1.0
504021052,504021052,1.0
504021053,504021053,1.0
504021054,504021054,1.0
504031055,504031055,1.0
504031056,504031056,1.0
504031057,504031057,1.0
504031058,504031058,1.0
504031059,504031298,0.3300987
504031059,504031299,0.1610479
504031059,504031300,0.5088534
504031060,504031060,1.0
504031061,504031061,1.0
504031062,504031062,1.0
504031063,504031063,1.0
504031064,504031064,1.0
504031065,504031065,1.0
504031066,504031066,1.0
504031067,504031067,1.0
504031068,504031068,1.0
504031069,504031069,1.0
505011070,505011070,1.0
505011071,505011071,1.0
505011072,505011072,1.0
505011073,505011073,1.0
505011074,505011074,1.0
505011075,505011075,1.0
505011076,505011076,1.0
505011077,505011077,1.0
505011078,505011078,1.0
505011079,505011079,1.0
505011080,505011080,1.0
505011081,505011081,1.0
505011082,505011082,1.0
505011083,505011083,1.0
505021084,505021084,1.0
505021085,505021085,1.0
505021086,505021301,0.4800172
505021086,505021302,0.5199828
505021087,505021087,1.0
505021088,505021088,1.0
505021089,505021089,1.0
505021090,505021090,1.0
505021091,505021091,1.0
505021092,505021092,1.0
505021093,505021093,1.0
505021094,505021094,1.0
505021095,505021095,1.0
505021096,505021096,1.0
505021097,505021097,1.0
505031098,505031098,1.0
505031099,505031099,1.0
505031100,505031100,1.0
505031101,505031101,1.0
505031102,505031102,1.0
505031103,505031304,0.4818861
505031103,505031305,0.5181139
505031104,505031104,1.0
505031105,505031105,1.0
505031106,505031099,0.0003169
505031106,505031106,0.9996831
505031107,505031107,1.0
505031108,505031303,0.4470989
505031108,505031306,0.5529011
505031255,505031255,1.0
505031256,505031256,1.0
505031257,505031257,1.0
505031258,505031258,1.0
506011110,506011110,1.0
506011111,506011111,1.0
506011112,506011112,1.0
506011113,506011307,0.4727953
506011113,506011308,0.5272047
506011114,506011114,1.0
506011115,506011115,1.0
506011116,506011116,1.0
506011117,506011117,1.0
506021118,506021118,1.0
506021119,506021119,1.0
506021120,506021120,1.0
506021121,506021121,1.0
506021122,506021309,0.3184433
506021122,506021310,0.2719537
506021122,506021311,0.409603
506021123,506021123,1.0
506031124,506031124,1.0
506031125,506031125,1.0
506031126,506031126,1.0
506031127,506031127,1.0
506031128,506031128,1.0
506031129,506031129,1.0
506031130,506031130,1.0
506031131,506031131,1.0
506041132,506041132,1.0
506041133,506041133,1.0
506041134,506041134,1.0
506041135,506041135,1.0
506041136,506041136,1.0
506041137,506041137,1.0
506051138,506051138,1.0
506051139,506051139,1.0
506051140,506051140,1.0
506051141,506051141,1.0
506061142,506061142,1.0
506061143,506061143,1.0
506061144,506061144,1.0
506071145,506071145,1.0
506071146,506071146,1.0
506071147,506071147,1.0
507011148,507011148,1.0
507011150,507011150,1.0
507011151,507011151,1.0
507011152,507011152,1.0
507011153,507011153,1.0
507011154,507011154,1.0
507011155,507011155,1.0
507011158,507011158,1.0
507011159,507011159,1.0
507011160,507011160,1.0
507011161,507011161,1.0
507011163,507011163,1.0
507011259,507011259,1.0
507011260,507011260,1.0
507021164,507021164,1.0
507021165,507021165,1.0
507021166,507021166,1.0
507021167,507021167,1.0
507031169,507031169,1.0
507031170,507031170,1.0
507031172,507031172,1.0
507031173,507031173,1.0
507031174,507031174,1.0
507031261,507031261,1.0
507041175,507041175,1.0
507041176,507041176,1.0
507041177,507041177,1.0
507041178,507041178,1.0
507041179,507041179,1.0
507041180,507041180,1.0
507041181,507041181,1.0
507041182,507041182,1.0
507041183,507041183,1.0
507041184,507041184,1.0
507051185,507051312,0.2534717
507051185,507051313,0.7052911
507051185,507051314,0.0412372
507051186,507051186,1.0
507051187,507051187,1.0
507051188,507051188,1.0
507051189,507051189,1.0
507051190,507051190,1.0
507051191,507051191,1.0
507051192,507051192,1.0
507051193,507051193,1.0
509011225,509011225,1.0
509011226,509011226,1.0
509011227,509011227,1.0
509011228,509011228,1.0
509011229,509011229,1.0
509011230,509011230,1.0
509011231,509011231,1.0
509011232,509011232,1.0
509011233,509011233,1.0
509011234,509011234,1.0
509011235,509011235,1.0
509021236,509021236,1.0
509021237,509021237,1.0
509021238,509021238,1.0
509021239,509021239,1.0
509021240,509021240,1.0
509021241,509021241,1.0
509021242,509021242,1.0
509021243,509021243,1.0
509021244,509021244,1.0
509021245,509021245,1.0
509031246,509031246,1.0
509031247,509031247,1.0
509031248,509031248,1.0
509031249,509031249,1.0
509031250,509031250,1.0
510011262,510011262,1.0
510011263,510011263,1.0
510011264,510011264,1.0
510011265,510011265,1.0
510011266,510011266,1.0
510021267,510021267,1.0
510021268,510021268,1.0
510021269,510021269,1.0
510021270,510021270,1.0
510031271,510031271,1.0
510031272,510031272,1.0
510031273,510031273,1.0
511011274,511011274,1.0
511011275,511011275,1.0
511021276,511021276,1.0
511021277,511021277,1.0
511031278,511031278,1.0
511031279,511031279,1.0
511031280,511031280,1.0
511031281,511031281,1.0
511031282,511031282,1.0
511031283,511031283,1.0
511031284,511031284,1.0
511041285,511041285,1.0
511041286,511041286,1.0
511041287,511041287,1.0
511041288,511041288,1.0
511041289,511041289,1.0
511041290,511041290,1.0
511041291,511041291,1.0
511041292,511041292,1.0
597979799,597979799,1.0
599999499,599999499,1.0
601011001,601011001,1.0
601011002,601011002,1.0
601011003,601011003,1.0
601021004,601021004,1.0
601021005,601021005,1.0
601021006,601021006,1.0
601021007,601021007,1.0
601021008,601021008,1.0
601021009,601021009,1.0
601021010,601021010,1.0
601021011,601021011,1.0
601021012,601021012,1.0
601031013,601031013,1.0
601031014,601031014,1.0
601031015,601031015,1.0
601031016,601031016,1.0
601031017,601031017,1.0
601031018,601031018,1.0
601031019,601031019,1.0
601031020,601031020,1.0
601031021,601031021,1.0
601041022,601041022,1.0
601041023,601041023,1.0
601041024,601041024,1.0
601041025,601041025,1.0
601041026,601041026,1.0
601051027,601051027,1.0
601051028,601031021,0.000268
601051028,601051028,0.999732
601051029,601051029,1.0
601051030,601051028,0.0104376
601051030,601051030,0.9895624
601051031,601051031,1.0
601051032,601051032,1.0
601051033,601051033,1.0
601061034,601061034,1.0
601061035,601061035,1.0
602011036,602011036,1.0
602011037,602011037,1.0
602011038,602011038,1.0
602011039,602011039,1.0
602011040,602011040,1.0
602011041,602011041,1.0
602011042,602011042,1.0
602011043,602011043,1.0
602011044,602011044,1.0
602011045,602011045,1.0
602011046,602011046,1.0
602011047,602011047,1.0
602011048,602011048,1.0
602011049,602011049,1.0
602011050,602011050,1.0
602011051,602011051,1.0
602011052,602011052,1.0
602021053,602021053,1.0
602021054,602021054,1.0
602021055,602021055,1.0
602021056,602021056,1.0
602021057,602021057,1.0
602031058,602031058,1.0
602031059,602031059,1.0
602031060,602031060,1.0
602031061,602031061,1.0
602031062,602031062,1.0
602031064,602031064,1.0
602031099,602031099,1.0
602031100,602031100,1.0
603011065,603011065,1.0
603011066,603011066,1.0
603011067,603011067,1.0
603011068,603011068,1.0
603021069,603021069,1.0
603021070,603021070,1.0
603021071,603021071,1.0
603021072,603021072,1.0
603031073,603031073,1.0
603031074,603031074,1.0
604011075,604011075,1.0
604011076,604011076,1.0
604011077,604011077,1.0
604011078,604011078,1.0
604011079,604011079,1.0
