sa2_code,sa2_name,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,median_age2015-2016,median_age2016-2017,median_age2017-2018,median_age2018-2019,median_age2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020
313051542,Scarborough - Newport - Moreton Island,7208,7455,7765,8144,8746,50,50,50,50,50,465205119,480112210,514546055,546655959,600143393,48444,48635,49811,51348,52517,64540,64401,66265,67124,68619
314011382,Albany Creek,9904,10046,10108,10241,10263,45,45,45,45,45,643769362,662586093,676250878,704339107,727669537,53447,54728,55940,57571,58846,65001,65955,66903,68776,70902
314011383,Cashmere,11384,11983,12232,12429,12480,41,40,41,41,41,739337515,782430006,811121837,849536157,869500024,55132,56116,57605,59353,60389,64945,65295,66311,68351,69671
314011384,Dayboro,5048,5194,5284,5444,5538,46,46,47,47,47,325923219,341023908,348417792,368046779,383995720,51503,52366,53315,53761,55584,64565,65657,65938,67606,69338
314011385,Eatons Hill,4927,5100,5163,5152,5091,44,44,44,44,45,343120947,353565731,364016369,377994111,376106590,57836,57913,59842,60668,62143,69641,69327,70505,73368,73877
314011386,The Hills District,14234,14526,14889,15019,15188,43,42,42,43,43,904205495,937534158,977117253,1023195986,1068524850,54911,56128,57445,59942,61776,63524,64542,65627,68127,70353
314011387,Samford Valley,7338,7728,7891,8011,8058,47,47,47,48,48,573923187,600456364,616099296,658902254,693439604,54685,54881,55795,59207,60322,78212,77699,78076,82250,86056
314021388,Dakabin - Kallangur,12623,13463,13843,14463,14393,38,38,38,38,38,641360612,691859618,740468430,780495622,788944518,47247,47423,49099,49676,50939,50809,51390,53490,53965,54814
314021389,Murrumba Downs - Griffin,9775,10803,11657,12432,13095,38,37,37,37,37,581950689,636983370,701036313,763516144,810533142,52344,52061,53253,54371,55177,59535,58964,60139,61415,61896
314021390,North Lakes - Mango Hill,16313,18145,19385,20714,21581,39,39,39,39,39,1011589050,1117019841,1223321429,1334154911,1406630623,52748,53064,54014,55047,55769,62011,61561,63107,64408,65179
314031391,Bray Park,5552,5568,5642,5704,5611,39,40,40,40,40,291658116,301048610,306683320,314891806,316298631,48237,48737,49638,50757,51945,52532,54068,54357,55205,56371
314031392,Lawnton,3191,3387,3537,3662,3731,40,39,39,39,39,162772216,173484688,190477022,202891088,212319519,46336,47451,50191,51898,52081,51010,51221,53853,55404,56907
314031393,Petrie,5100,5066,5106,5224,5136,42,42,42,43,43,288049385,284379474,296489535,310096502,309275984,50041,50315,52294,53480,53579,56480,56135,58067,59360,60217
314031394,Strathpine - Brendale,6775,6884,7101,7185,7465,40,40,40,40,40,336919494,351612196,365135299,380295474,394880621,45769,46654,47171,48394,49612,49730,51077,51420,52929,52898
315011395,Aurukun,202,333,352,365,315,41,38,40,41,44,8027665,12499692,13503847,14097557,13378437,27998,27359,23591,24529,26086,39741,37537,38363,38623,42471
315011396,Cape York,2757,3198,3254,3210,3169,42,42,42,43,43,123150797,172353703,154110352,160959780,161855896,36166,36954,39848,40183,43568,44668,53894,47360,50143,51075
315011397,Croydon - Etheridge,550,597,604,589,606,45,45,46,45,45,11839097,30088810,27464414,27436435,32056285,33378,37842,38279,40464,42137,21526,50400,45471,46581,52898
315011398,Kowanyama - Pormpuraaw,559,617,585,607,543,41,40,40,41,42,17811409,19703150,20426245,22457811,25340490,22415,22140,25757,27037,30466,31863,31934,34917,36998,46668
315011399,Northern Peninsula,760,881,893,1007,977,38,38,37,37,37,33577058,39255561,41509779,49025633,50816863,38831,38242,40097,42692,44783,44180,44558,46484,48685,52013
315011400,Tablelands,2636,2842,2801,2907,2978,47,47,47,47,48,115134334,125111717,125484496,136121761,135652031,35187,35908,37104,38435,38430,43678,44022,44800,46826,45551
315011401,Torres,1636,1803,1812,1753,1683,39,39,40,39,39,100320142,111482767,114121012,116028727,116383783,53597,53423,55445,57163,60039,61320,61832,62981,66189,69153
315011402,Torres Strait Islands,347,970,1023,1149,1152,38,38,38,39,39,13479713,39835034,44913505,51868308,52563410,33227,35813,39708,40922,40036,38846,41067,43904,45142,45628
315011403,Weipa,1843,2196,2346,2438,2505,38,37,37,37,37,162603432,186455012,214884199,226019606,234493165,81123,77792,82097,88472,88989,88228,84907,91596,92707,93610
315021404,Carpentaria,1626,1842,1956,1924,1901,40,40,40,40,40,78176210,88753824,95935900,100132925,103916824,39288,40527,42165,43387,46467,48079,48183,49047,52044,54664
315021405,Mount Isa,10166,10474,10665,10851,10919,37,37,37,37,37,789659764,815497788,843881131,869040334,913240663,69419,68045,69736,71338,75442,77677,77859,79126,80089,83638
315021406,Mount Isa Region,1726,1779,1789,1768,1783,39,38,38,38,39,118574836,126041526,128756701,128586188,140211566,58206,59037,58695,60508,66657,68699,70850,71971,72730,78638
315021407,Northern Highlands,1574,1993,1972,1929,2027,45,44,44,44,43,75554013,118800665,99782205,89590482,146562142,42752,46386,45102,47882,54343,48001,59609,50599,46444,72305
315031408,Barcaldine - Blackall,2456,2772,2793,2699,2743,46,46,46,47,46,126807491,161474447,146429769,134985889,159946242,43728,45673,44011,45175,48548,51632,58252,52427,50013,58311
315031409,Charleville,2454,2478,2425,2445,2409,43,43,43,43,43,128539480,141079350,123285841,120700818,127175707,44138,46873,46169,47243,47927,52380,56933,50840,49366,52792
315031410,Far Central West,924,1229,1227,1228,1286,44,45,43,44,44,47461368,67562676,65683061,68079396,89725952,46094,46756,48126,49576,55306,51365,54974,53531,55439,69771
315031411,Far South West,1437,1440,1455,1402,1432,47,46,46,46,46,66578848,72580066,68532842,60561087,70674597,40984,43811,43303,43349,47603,46332,50403,47102,43196,49354
315031412,Longreach,2207,2312,2320,2263,2231,44,44,44,44,43,106469332,116941987,125278054,127848581,138869506,43982,45211,49644,51923,55065,48242,50580,53999,56495,62245
316011413,Buderim - North,10117,10566,10691,10868,10724,49,48,48,48,49,590792382,624396159,645296185,675145154,691723203,42720,43481,43735,45600,46867,58396,59095,60359,62122,64502
316011414,Buderim - South,10027,10481,10646,10916,11031,46,46,46,46,46,615256270,647180678,684276360,716184050,741286515,43852,44837,46126,47219,48534,61360,61748,64275,65609,67200
316011415,Mountain Creek,6525,6916,7201,7393,7461,40,40,40,41,41,352563601,378311964,402189265,425194856,441294605,44144,45464,46514,48227,49675,54033,54701,55852,57513,59147
316011416,Sippy Downs,5057,5379,5570,5678,5888,40,40,39,39,39,246159321,259300098,270799388,286536519,303379713,40483,40095,40860,42861,44320,48677,48206,48617,50464,51525
316021417,Aroona - Currimundi,5641,5833,5872,5924,5898,45,45,45,45,46,280309083,296174371,304224666,322691591,326771173,41499,42762,43592,45063,46546,49691,50776,51809,54472,55404
316021418,Buddina - Minyama,4258,4364,4438,4503,4562,46,46,47,47,47,277408492,290776181,312463096,336577093,337542309,44301,46033,46005,48448,49333,65150,66631,70406,74745,73990
316021419,Caloundra - Kings Beach,3648,3664,3679,3772,3924,50,50,51,51,51,182534187,182690960,187055693,201843440,204361273,37027,37286,40258,40239,40218,50037,49861,50844,53511,52080
316021420,Caloundra - West,10507,11487,12878,14205,15366,42,41,40,40,40,547114380,594648896,696713457,788409246,881991551,44128,44738,47434,48835,50236,52071,51767,54101,55502,57399
316021421,Golden Beach - Pelican Waters,6634,7020,7164,7423,7450,52,51,52,52,52,353211349,381532161,405808366,426334481,434138481,38054,39502,40222,42367,42396,53243,54349,56646,57434,58274
316021422,Moffat Beach - Battery Hill,4472,4742,4860,4992,4984,47,47,47,47,47,249992647,271710947,287123818,304743745,317293300,42150,42829,43459,45568,46682,55902,57299,59079,61046,63662
316021423,Parrearra - Warana,5601,5832,5951,6022,6172,45,45,46,46,47,317064064,345345992,361935798,375944112,396754830,42762,44509,46371,47281,48691,56608,59216,60819,62428,64283
316021424,Wurtulla - Birtinya,4488,4966,5321,5828,6155,43,43,42,42,42,253358734,286264316,322750760,361488827,386126524,45694,45995,48467,49146,49474,56452,57645,60656,62026,62734
316031425,Coolum Beach,8601,9227,9456,9634,9752,44,44,45,45,46,478374485,500732915,532970714,566823236,587138792,43167,43099,44586,46623,47115,55618,54268,56363,58836,60207
316031426,Marcoola - Mudjimba,6768,7210,7323,7458,7460,47,47,47,48,48,351436097,382450328,409969511,415177612,422535895,41017,42590,44090,44854,45434,51926,53044,55984,55669,56640
316031427,Maroochydore - Kuluin,11127,11848,12271,12863,13420,44,44,43,43,43,547019452,595943523,634092052,691330561,738900413,40200,40509,42105,43779,44637,49161,50299,51674,53746,55060
316031428,Mooloolaba - Alexandra Headland,7802,8014,8201,8342,8457,44,44,45,45,45,448328030,465254154,484457633,521421757,535558361,43203,43193,44686,46174,45754,57463,58055,59073,62506,63327
316051434,Noosa Heads,3101,3193,3311,3300,3402,52,52,52,53,53,193140236,208719280,240070112,225207487,235766828,39314,40722,40483,41683,41014,62283,65368,72507,68245,69302
316051435,Noosaville,5461,5745,5892,5844,5992,52,53,53,53,54,293651481,315218271,342015285,366225924,368652427,37000,37754,38040,40217,39580,53772,54868,58047,62667,61524
316051437,Sunshine Beach,4413,4517,4576,4671,4712,47,47,48,48,48,255903590,268776099,279662359,300450288,314069365,39388,39697,41854,43423,43370,57989,59503,61115,64322,66653
316051438,Tewantin,5599,5651,5714,5700,5816,48,48,48,48,49,248598911,252342936,265255299,270303943,278975834,37004,37731,38946,39797,39816,44401,44655,46422,47422,47967
316051543,Peregian Beach - Marcus Beach,2513,2583,2691,2751,2788,49,48,47,47,47,140877465,145100730,161963456,175391192,188275543,40732,40432,41245,42758,45105,56059,56175,60187,63755,67531
316051544,Peregian Springs,3633,4460,5043,5512,5787,43,43,44,43,43,206894451,250195900,280539365,314308884,338256564,44391,43984,44004,45726,46928,56949,56098,55629,57023,58451
316061439,Beerwah,4336,4653,4873,5000,5134,44,43,43,44,43,221450711,262493767,256153748,277397053,283351292,40529,41914,43950,45861,46284,51073,56414,52566,55479,55191
316061440,Caloundra Hinterland,5034,5159,5231,5361,5317,54,54,54,55,55,226216642,234123173,240207069,260522695,274489403,31567,31913,33775,34412,34438,44938,45382,45920,48596,51625
316061441,Glass House Mountains,3269,3460,3543,3680,3694,45,45,45,45,45,170441825,179456491,187812303,202289900,206115859,42673,43673,45106,47433,47659,52139,51866,53009,54970,55797
316061442,Landsborough,5720,6161,6666,7316,8325,45,45,44,43,42,297381472,326864367,365634315,415977106,492027868,42183,43241,44757,47347,49126,51990,53054,54851,56859,59102
316061443,Maroochy Hinterland,3601,3858,3923,3936,3995,52,52,52,52,52,178066947,190247599,193951451,206329325,207498625,34909,35371,36660,37796,37944,49449,49312,49440,52421,51940
316061444,Palmwoods,6170,6426,6602,6739,6877,47,47,47,47,47,328673627,345447763,364393118,386179827,397459558,40668,41273,43015,45318,45583,53270,53758,55194,57305,57795
316071545,Bli Bli,4654,5446,5797,6140,6237,43,42,42,42,42,244901780,284720619,314212975,337143672,349096676,43649,44943,46600,47862,47570,52622,52281,54203,54909,55972
316071546,Diddillibah - Rosemount,2241,2365,2409,2457,2496,48,48,48,48,48,128735894,133386202,141566609,148834820,153048020,41978,42941,44440,46126,46366,57446,56400,58766,60576,61317
316071547,Eumundi - Yandina,6136,6615,6941,7225,7533,47,47,47,47,47,314862396,351056793,382571692,408577584,438674532,39313,40725,42382,44701,46372,51314,53070,55118,56551,58234
316071548,Nambour,10252,10651,11017,11534,11879,43,44,44,43,43,493562883,512662426,540825986,579717607,609543006,41609,42527,44145,45565,46240,48143,48133,49090,50262,51313
316081549,Noosa Hinterland,12820,13335,13798,14124,14487,49,49,49,49,49,644644454,665776697,700907470,755918018,798794766,37224,37910,38515,40518,40780,50284,49927,50798,53520,55139
317011445,Cambooya - Wyreema,3964,4273,4463,4600,4703,42,42,42,42,41,234182539,256146640,269501591,303265457,291241755,49756,50833,52394,54823,54744,59077,59945,60386,65927,61927
317011446,Darling Heights,6251,6794,7217,7485,7593,38,37,37,36,37,301370141,335600063,365078573,399915318,405332006,42464,43439,45109,45999,47500,48212,49397,50586,53429,53382
317011447,Drayton - Harristown,5010,5145,5187,5305,5313,40,40,40,40,40,237868920,246627266,260513834,272395405,273462951,44194,44015,46587,47444,47899,47479,47935,50224,51347,51471
317011448,Gatton,4348,4747,4840,4991,4919,33,31,32,32,32,167327605,181047246,187710568,206074104,210027774,30893,28990,31870,35489,37024,38484,38139,38783,41289,42697
317011449,Gowrie (Qld),3526,3805,3912,4033,4047,42,42,41,41,42,192975871,209591252,226334505,238906561,247982268,49836,50676,53336,54325,55933,54729,55083,57856,59238,61276
317011450,Highfields,7744,8079,8281,8419,8690,45,46,46,46,46,472526674,493753159,522699294,535358961,569429430,50980,51271,52271,54322,55480,61018,61116,63120,63589,65527
317011451,Lockyer Valley - West,6342,6523,6788,7021,7022,45,45,45,45,45,328635810,350681503,389382335,391592044,392273672,44088,46200,47426,48434,48832,51819,53761,57363,55774,55864
317011452,Middle Ridge,4148,4312,4437,4481,4469,47,47,47,47,47,298678321,314731159,329032231,341860862,340691239,54447,55375,57028,58958,58848,72005,72990,74156,76291,76234
317011453,Newtown (Qld),4977,4976,5147,5274,5234,39,38,38,37,38,239437769,240877871,258148574,269004382,273652234,43827,44454,46465,47069,48041,48109,48408,50155,51006,52284
317011454,North Toowoomba - Harlaxton,2809,2914,3024,3070,3109,40,39,39,39,39,143173377,151876789,166402374,178918825,175339832,45043,46053,47702,48250,49066,50970,52120,55027,58280,56398
317011455,Rangeville,4880,5030,5101,5158,5163,47,46,46,46,47,310430397,316694005,327737768,341134089,348493686,49879,49620,50301,52353,53079,63613,62961,64250,66137,67498
317011456,Toowoomba - Central,8044,7699,7798,7889,7866,43,42,41,40,40,430449892,406859765,420634364,436283497,456132048,45545,45933,47635,49288,51394,53512,52846,53941,55303,57988
317011457,Toowoomba - East,5667,5834,6070,6116,6195,45,45,45,45,46,413621931,445389672,474078078,483363605,508356233,53090,54588,55775,57789,58745,72988,76344,78102,79033,82059
317011458,Toowoomba - West,7516,8053,8533,8972,9137,41,41,41,40,40,420952732,455834495,497155054,548019585,554534464,49415,49969,51884,53471,54314,56008,56604,58263,61081,60691
317011459,Wilsonton,6188,6465,6634,6660,6758,42,42,41,42,42,289589443,307142439,321976562,332277675,337917953,44170,44731,46114,47600,47625,46799,47508,48534,49892,50003
318011460,Ayr,5732,5463,5289,5402,5445,44,44,44,44,44,303669312,296811522,295704515,314214280,316904433,43989,45157,47540,48009,47716,52978,54331,55909,58166,58201
318011461,Burdekin,4194,4485,4501,4521,4619,46,47,47,47,47,220930879,260945886,245873265,247108927,253821226,44580,48480,48240,48366,49444,52678,58182,54626,54658,54952
318011462,Charters Towers,3818,3807,3909,3873,3891,44,44,44,44,44,204893316,213764668,221763740,227904782,238358550,44969,46228,48423,50781,52536,53665,56150,56732,58845,61259
318011463,Dalrymple,1529,1695,1745,1807,1843,44,45,45,46,45,74747143,92201862,92304637,98812425,112025026,38624,43614,44362,46697,47481,48886,54396,52897,54683,60784
318011464,Ingham,2484,2430,2420,2383,2362,49,49,50,49,49,128197944,127238845,131142825,129633197,127769050,44565,44933,45945,45652,47782,51609,52362,54191,54399,54094
318011465,Ingham Region,3347,3550,3595,3619,3535,51,51,50,51,51,169309168,197335896,194156981,197033279,187827762,42675,47934,48324,48126,47616,50585,55588,54008,54444,53134
318011466,Palm Island,423,557,590,576,556,42,40,39,39,40,20051611,24829394,28302874,27757149,26185349,42192,39424,42228,42819,39086,47403,44577,47971,48189,47096
318021467,Aitkenvale,2682,2516,2584,2579,2623,42,43,43,42,42,144556962,137483555,140450625,143848078,150697686,45871,46159,46449,47404,49732,53899,54644,54354,55777,57452
318021468,Annandale,5536,5179,5260,5269,5259,44,45,45,46,46,388432769,368057790,373707478,388397942,393442784,60131,58613,57474,59801,62383,70165,71067,71047,73714,74813
318021469,Belgian Gardens - Pallarenda,1848,1842,1884,1921,1969,47,47,46,46,46,135609346,137190237,146499732,152302570,158033765,55868,57118,59482,61682,63950,73382,74479,77760,79283,80261
318021470,Bohle Plains,4245,4595,4751,5008,5138,38,38,38,38,38,277826711,300738006,316753258,350161438,368440919,58379,60534,62176,65260,67671,65448,65449,66671,69920,71709
318021471,Condon - Rasmussen,5096,5194,5358,5474,5606,41,41,41,40,40,274761833,280369711,293383414,299816393,315668410,48229,48599,49475,50344,51753,53917,53980,54756,54771,56309
318021472,Cranbrook,3222,3104,3176,3260,3340,44,44,44,43,43,168721358,159225831,167429736,175256041,183198403,45527,43239,45440,46866,47359,52365,51297,52717,53760,54850
318021473,Deeragun,12471,13131,13652,14271,14637,35,35,36,36,37,771941118,813605238,882196829,947213468,999906613,55973,56487,58759,61189,63123,61899,61961,64620,66373,68314
318021474,Douglas,3960,4400,4532,4687,4729,34,32,33,33,33,272224174,302339284,311312994,335299157,347592688,60257,62157,61509,64996,66177,68743,68713,68692,71538,73502
318021475,Garbutt - West End,3331,3431,3457,3528,3594,41,42,42,41,41,189256742,195643795,205213433,214785058,227928782,49652,50146,53070,54324,55400,56817,57022,59362,60880,63419
318021476,Gulliver - Currajong - Vincent,3982,3939,4058,4144,4115,40,41,41,41,41,209875005,207074299,219650531,230142860,238798863,48074,48171,49935,51444,53107,52706,52570,54128,55536,58031
318021477,Heatley,1912,1910,1974,2009,2013,43,43,43,43,43,99005253,95025116,102774582,106457640,108063421,46378,44619,46459,48219,47771,51781,49751,52064,52990,53683
318021478,Hermit Park - Rosslea,2753,2883,2962,2872,2913,41,40,41,41,41,159704899,165394215,178092657,177789383,185265868,50232,50316,52452,54000,55569,58011,57369,60126,61904,63600
318021479,Hyde Park - Pimlico,2572,2584,2649,2709,2694,43,43,42,42,42,159548382,164288364,161074592,171703614,188322771,49550,50268,50569,52919,56166,62033,63579,60806,63383,69905
