postcode,sa2_maincode_2016
3137,211051277
3137,211031263
3138,211051281
3139,211051286
3139,211051285
3140,211051278
3141,206061137
3141,206041125
3142,206061137
3142,206061138
3143,206061135
3144,208041194
3145,208021177
3145,208041195
3145,208041194
3146,208041194
3147,207011146
3147,212051319
3148,212051319
3148,208041195
3148,212051323
3149,212051324
3149,212051322
3150,212051327
3150,212051321
3151,207031166
3152,211011260
3152,211011259
3153,211011251
3153,211031263
3154,211011449
3155,211011446
3156,211011447
3156,211011255
3156,212021453
3156,211011448
3158,211051284
3159,211051274
3160,211051274
3160,211051284
3161,208021177
3162,208021178
3162,208021179
3163,208021178
3163,208021176
3163,208021182
3163,208021181
3164,212041311
3165,208021426
3166,208021180
3166,212051326
3167,212051326
3168,212051320
3169,212041309
3169,212041310
3170,212051325
3171,212041317
3172,212041313
3172,212041318
3173,212041314
3174,212041460
3174,212041459
3175,212041314
3175,212041311
3175,212041312
3176,211011254
3177,212021295
3178,211011256
3179,211011254
3180,211011254
3181,206061136
3182,206051133
3183,206051134
3184,206051129
3185,208021179
3185,206051134
3186,208011169
3187,208011170
3187,208021178
3188,208011172
3189,208031191
3190,208011171
3191,208011173
3192,208031188
3193,208011168
3193,208011173
3194,208031190
3194,208031192
3195,208031189
3195,208031183
3195,208031184
3195,208031193
3196,208031186
3196,208031187
3196,208031189
3197,208031185
3198,214011375
3199,214011371
3199,214011373
3199,214011372
3200,214011372
3201,214011370
3202,208031191
3204,208021174
3204,208021182
3205,206051132
3206,206051128
3207,206051130
3207,206051131
3211,203021043
3212,203021043
3213,203021043
3213,203021047
3213,203021038
3214,203021038
3215,203021047
3215,203021040
3216,203021037
3216,203021042
3216,203021041
3217,203031050
3217,203021041
3217,207031165
3217,203011036
3217,203031053
3218,203021040
3218,203011034
3219,203021039
3219,203021045
3220,203021046
3220,203021039
3221,203011036
3221,203021047
3221,203031051
3221,203021042
3221,203021040
3221,203021039
3221,217031476
3221,203021045
3221,203021038
3221,203021043
3221,203011034
3221,203031050
3222,203031048
3222,203031052
3222,203031050
3223,203031051
3224,203021044
3224,203021045
3225,203031052
3226,203031050
3227,203031050
3228,203031053
3230,203031049
3231,203031049
3232,203031049
3233,217031476
3234,217031476
3235,203031049
3235,203011036
3236,217031476
3237,217031476
3237,217031475
3238,217031476
3239,217031476
3239,217031475
3240,203011036
3241,203011036
3241,217031473
3241,203031049
3242,217031473
3243,217031473
3249,217031473
3249,217031476
3249,217031475
3249,217031472
3250,217031472
3251,217031473
3254,217031473
3260,217031474
3260,217031475
3260,217031473
3260,217031471
3264,217031474
3265,217031474
3265,217041477
3265,217031475
3266,217031475
3266,217031474
3267,217031475
3268,217031475
3268,217041477
3269,217031475
3270,217031475
3271,217041477
3271,215011387
3272,217041477
3273,217041477
3274,217041477
3275,217041478
3276,217041477
3277,217041480
3277,217041477
3278,217041477
3279,217041477
3280,217041479
3280,217041477
3281,217041479
3281,217041477
3282,217041478
3283,217041478
3284,217041478
3285,217041478
3285,217011420
3286,217011420
3286,217041478
3287,217041478
3289,217011423
3289,217041478
3289,217041477
3292,217011420
3293,217011423
3293,217041477
3293,215011387
3294,217011423
3300,217011423
3300,217011421
3301,217011423
3301,217041478
3301,217011420
3302,217011423
3302,217011420
3303,217011420
3304,217041478
3304,217011420
3305,217011420
3305,217011422
3309,217011420
3310,217011420
3311,217011420
3312,217011420
3312,217011423
3312,215011393
3314,217011423
3315,217011423
3315,217011420
3317,215011393
3318,215011393
3319,215011393
3321,203011035
3321,217031473
3322,217031473
3323,217031474
3324,217031474
3325,217031474
3328,203011035
3329,203011035
3329,217031473
3330,203011035
3331,203011034
3331,203011035
3332,203011035
3333,203011035
3334,201021012
3335,213041355
3335,213041359
3336,213041359
3337,213041358
3337,213041356
3338,213041357
3340,213041353
3340,203021043
3340,201021009
3341,201021009
3341,213041353
3342,201021009
3342,201021012
3342,203011035
3345,201021012
3350,201011001
3350,201011002
3350,201011003
3350,201011004
3350,201011005
3351,201031015
3351,201031014
3351,201011007
3351,215011387
3351,203011035
3351,201011006
3352,201021010
3352,201011002
3352,201021012
3352,201011006
3352,201031014
3352,201011007
3352,201011001
3352,201011003
3352,203011035
3352,201031015
3352,201031013
3352,201011005
3352,201011008
3353,201011002
3354,201011002
3355,201011002
3355,201011008
3356,201011006
3356,201011004
3357,201011005
3357,203011035
3358,210021235
3360,201031015
3360,217031474
3361,217031474
3361,201031014
3363,201021010
3363,201021011
3364,201021010
3364,201021012
3364,201021011
3364,202021028
3370,201021010
3370,201031017
3371,201031017
3371,201031013
3371,201021010
3373,201031014
3373,215011387
3374,215011392
3375,215011387
3375,201031014
3377,201031013
3377,215011386
3377,215011387
3377,215011392
3377,201031014
3378,215011387
3379,101041025
3379,215011387
3379,217041477
3380,215011392
3380,215011391
3381,201031013
3381,215011392
3381,215011391
3381,215011387
3381,215011394
3384,201031013
3384,215011392
3384,215011391
3385,215011389
3385,215011392
3385,215011394
3387,215011391
3387,215011392
3388,215011391
3388,215011394
3390,215011394
3391,215011394
3392,215011394
3393,215011394
3395,215011394
3395,215011390
3395,215031400
3396,215011394
3399,215011389
3400,215011389
3400,215011388
3401,215011389
3401,217011423
3401,215011388
3401,215011393
3401,215011394
3401,215011392
3402,215011388
3407,217011423
3409,215011389
3409,215011393
3412,215011393
3413,215011393
3414,215011390
3415,215011390
3415,114021288
3418,215011390
3419,215011390
3420,215011390
3423,215011390
3424,215011390
3424,215011394
3427,210041241
3428,210051246
3429,210041241
3429,210041240
3430,210021235
3431,210021234
3432,210021235
3433,210021235
3434,210021234
3434,210021235
3435,210021235
3435,204011060
3437,210021232
3438,210021232
3440,210021233
3441,210021233
3442,202021031
3442,202021030
3442,210021235
3444,202021028
3444,202021030
3444,204011060
3444,202021026
3444,202021029
3444,201021011
3446,202021028
3446,202021030
3447,202021028
3448,202021028
3450,202021027
3451,202021028
3451,202021027
3453,202021028
3453,202021026
3458,201021009
3458,202021030
3458,201021011
3458,202021031
3460,201021011
3461,201021011
3461,201021012
3461,202021028
3462,202021028
3463,202021028
3463,202031033
3463,202021026
3464,201031017
3465,201031017
3465,201031013
3465,201031016
3467,201031013
3468,201031013
3468,201031014
3469,201031013
3469,201031014
3472,201031017
3472,202031033
3475,201031017
3475,202031033
3475,215011391
3477,215011391
3477,215031400
3477,201031013
3478,215011391
3478,202031033
3478,215031400
3478,201031013
3478,215011392
3480,215011394
3480,215031400
3480,215011391
3482,215031400
3483,215031400
3485,215031400
3485,215011394
3487,215011394
3488,215011394
3488,215031400
3489,215011394
3490,215021398
3491,215021398
3494,215021398
3496,215021399
3496,215021398
3498,215021395
3500,215021470
3500,215021469
3500,109021179
3501,215021398
3501,215021470
3501,215021395
3502,215021470
3505,215021396
3505,215021398
3506,215021398
3507,215021398
3509,215021398
3512,215021398
3515,202021026
3516,202031033
3516,202021026
3517,202031033
3518,202031033
3518,215031400
3520,202031033
3521,204011060
3522,204011060
3523,202021029
3523,204011060
3523,204011058
3525,215031400
3525,202031033
3527,215031400
3527,215031401
3529,215031400
3530,215031400
3531,215031400
3533,215031400
3533,215021398
3537,202031033
3540,215031401
3542,215031400
3542,215031401
3544,215031405
3544,215031400
3546,215031405
3549,215031405
3549,215031403
3550,202011018
3550,202011021
3550,202021026
3550,202011020
3550,202011019
3550,202011025
3551,202031033
3551,202011025
3551,202021026
3551,202021029
3551,202031032
3551,202011018
3551,216011410
3551,202011024
3551,202011023
3551,123021443
3551,201031017
3552,202011018
3554,202011018
3555,202011022
3556,202011019
3556,202031032
3556,202011025
3557,202031032
3557,216011410
3558,216011410
3558,202011025
3558,202031032
3559,202031032
3559,216011410
3561,216011409
3561,216011408
3561,216011407
3562,216011408
3563,216011408
3564,216011408
3564,216011406
3564,216011407
3565,216011408
3566,216011408
3567,215031401
3568,215031401
3570,202031033
3570,202031032
3571,202031033
3571,202031032
3572,216011408
3572,202031033
3573,202031033
3573,216011408
3575,202031033
3576,202031033
3579,215031401
3579,215031402
3580,215031401
3581,215031401
3583,215031405
3584,215031405
3585,215031405
3585,215031404
3586,215031405
3586,109031183
3588,215031405
3589,215031405
3590,215031405
3591,215031405
3594,215031405
3595,215031405
3596,215031405
3597,215031405
3599,215031405
3607,204011058
3608,204011058
3610,216031419
3612,216011410
3612,204011058
3614,216031419
3616,216031419
3617,216031419
3618,216031419
3619,216011407
3620,216011407
3620,216031419
3621,216011407
3622,216011406
3622,216011407
3622,216011409
3623,216011410
3623,216031419
3624,216011410
3629,216031419
3629,216031415
3630,216031418
3630,216031416
3630,216031417
3631,216031418
3631,204011055
3631,216031416
3631,216031417
3632,216031417
3633,216031418
3634,216031418
3634,216021413
3635,216021413
3636,216021413
3637,216021413
3638,216021413
3639,216021413
3640,216021413
3641,216021413
3643,216021411
3644,109031185
3644,216021411
3644,216021413
3646,216031418
3646,204011055
3646,216021412
3647,216031418
3649,216021412
3658,204011056
3658,209041224
3658,204011062
3658,204011060
3659,204011060
3660,204011062
3660,204011060
3660,204011059
3661,204011059
3662,204011060
3663,204011058
3664,204011058
3665,204011058
3665,204011055
3666,204011055
3666,204011060
3669,204011055
3669,216031418
3670,204021064
3671,204021063
3672,204021063
3673,204021063
3673,204021064
3673,204011055
3675,216021412
3675,204021067
3675,204021064
3676,204021066
3677,204021066
3678,204021067
3678,204021066
3682,204021067
3682,204021065
3683,204031070
3685,204021067
3685,204021065
3685,204031070
3687,204021065
3688,204031070
3688,204031073
3689,204031074
3690,204031073
3690,204031074
3691,204031075
3691,204031074
3691,204031073
3691,204031072
3691,204031069
3691,109011172
3694,204031074
3695,204031075
3697,204031069
3698,204031069
3699,204031069
3699,205021082
3700,204031072
3701,204031072
3701,310021281
3704,204031072
3705,204031072
3707,204031072
3707,113021260
3708,204031072
3709,204031072
3711,204011054
3712,204011054
3713,204011054
3713,204011057
3714,204011054
3715,204011057
3717,204011062
3718,204011062
3719,204011054
3720,204011057
3722,204011057
3723,204021067
3723,204011057
3723,204011061
3724,204011057
3725,204021064
3726,204021064
3727,216021412
3728,216021412
3730,216021412
3730,216021414
3732,204021067
3733,204021067
3735,204021067
3736,204031071
3737,204031069
3737,204031071
3738,204031071
3739,204031071
3740,204031069
3741,204031069
3744,204031069
3746,204021067
3747,204031068
3747,204021067
3749,204031075
3750,209041437
3751,209041225
3752,209041436
3753,209041224
3754,209031212
3754,209041434
3755,209041225
3756,210021235
3756,209041224
3757,209041225
3757,209031211
3758,209041224
3759,209031212
3760,209031212
3761,209031212
3762,209041224
3763,209031211
3763,211051276
3764,204011056
3764,204011060
3764,210021235
3765,211051280
3766,211051282
3767,211051282
3770,211051278
3770,211051285
3775,209031212
3775,211051276
3777,211051276
3777,209031211
3778,211051276
3778,204011054
3779,204011061
3779,204011054
3781,212011289
3782,212011289
3782,211051279
3783,212011289
3785,211051282
3786,211051282
3787,211051282
3788,211051282
3789,211051282
3791,211051282
3792,211051282
3793,211051279
3795,211051279
3796,211051283
3797,211051286
3799,211051286
3799,204011061
3800,212051320
3802,212021454
3803,212021297
3804,211051274
3804,212021299
3805,212021456
3805,212031457
3806,212021293
3806,212021299
3807,212011287
3808,212011289
3809,212011287
3809,212011290
3810,212011292
3810,212011290
3810,212011289
3812,212011288
3813,212011288
3814,212011288
3815,212011288
3816,205011076
3818,205011076
3818,205011079
3818,205011077
3820,205011079
3821,205011079
3821,205011077
3821,205011078
3822,205011079
3823,205011078
3824,205011078
3825,205011077
3825,205011078
3825,205041095
3825,205051101
3825,205041098
3831,205011077
3832,205011077
3833,205011077
3835,205011078
3840,205041094
3840,205041096
3841,205021082
3842,205041094
3844,205051104
3844,205041094
3844,205051102
3844,205041097
3844,205041098
3847,205051102
3847,205051104
3850,205051104
3850,205051103
3851,205051101
3851,205051100
3851,205051104
3851,205051102
3851,205051103
3852,205051100
3853,205051103
3854,205041098
3856,205041098
3857,205051102
3858,205051099
3858,205051101
3858,205051102
3859,205051101
3860,205051101
3860,205051099
3860,205041096
3862,205051099
3862,205021082
3862,205051100
3862,205051101
3864,205021082
3865,205021082
3869,205041094
3870,205041094
3870,205031090
3871,205011078
3871,205031090
3871,205031087
3871,205041094
3873,205051102
3874,205051104
3875,205021081
3875,205021086
3875,205021082
3875,205051100
3878,205021086
3880,205021083
3880,205051100
3880,205021086
3882,205021082
3885,205021080
3885,205021082
3885,205021085
3886,205021085
3887,205021085
3888,205021085
3888,106011110
3888,205021082
3889,205021085
3890,205021085
3891,205021085
3891,101041020
3892,205021085
3893,205021082
3895,205021082
3895,204011056
3896,205021082
3896,205021080
3898,205021082
3898,204031069
3900,205021082
3900,205021080
3902,205021082
3903,205021084
3904,205021084
3909,205021084
3909,205021085
3910,214011374
3911,214021385
3911,214011374
3912,212031308
3912,214021385
3913,214021385
3915,214021379
3915,214021378
3916,214021378
3918,214021379
3919,214021379
3920,214021379
3921,205031088
3922,205031091
3923,205031091
3925,205031091
3925,205031093
3926,214021379
3926,214021378
3927,214021379
3928,214021378
3929,214021378
3930,214021381
3931,214021380
3933,214021385
3934,214021382
3936,214021377
3937,214021378
3938,214021384
3939,214021378
3939,214021383
3939,214021384
3940,214021384
3941,214021383
3942,214021383
3943,214021383
3944,214021383
3945,205031089
3945,205031093
3946,205031089
3950,205031089
3951,205031089
3951,205031090
3953,205031090
3954,205031090
3956,205031087
3956,205031090
3957,205031087
3958,205031087
3959,205031087
3960,205031087
3960,205031092
3962,205031087
3962,403041074
3962,205051104
3964,205031087
3965,205031087
3966,205051104
3966,205031087
3967,205051104
3971,205051104
3971,205031090
3975,212031306
3976,212031305
3977,212031303
3977,212031308
3977,212031300
3977,212031301
3977,212031302
3977,212031304
3977,214011376
3978,212011290
3978,212031303
3978,212031301
3979,205031093
3980,212031308
3981,212011290
3981,212011288
3984,205031093
3984,212011290
3987,205031089
3988,205011079
3988,205031089
3990,205031093
3991,205031093
3992,205031093
3995,205031093
3996,205031093
3996,205031087
4000,305011105
4000,305011111
4001,305011105
4002,305011105
4003,305011105
4004,305011111
4005,305011109
4005,305031128
4006,305031128
4006,305011106
4006,305031126
4007,305031121
4007,305031124
4007,302031037
4008,302031036
4008,302031037
4009,302031037
4010,305031119
4011,305031122
4011,305031125
4012,302031040
4012,302021034
4013,302031038
4014,302031039
4014,302031038
4017,302041041
4017,302041042
4017,302041043
4017,302041044
4018,302041045
4019,313051377
4019,313051378
4020,313051542
4020,313051379
4021,313051380
4022,313051380
4025,313051542
4029,305031126
4030,305031130
4030,305031131
4031,302021031
4032,302021028
4032,302021029
4034,302021027
4034,302031035
4034,302011024
4034,302021030
4034,302041046
4035,314011382
4035,302011023
4036,302011022
4037,314011385
4051,305031120
4051,304041098
4051,305031123
4051,305031127
4051,305031129
4053,304041101
4053,314011386
4053,302011025
4053,302011026
4053,302021033
4053,302021032
4054,314011386
4054,304041100
4055,314011386
4055,304041104
4055,302021031
4059,305031126
4059,305041136
4060,305041132
4061,304041103
4064,305041135
4065,305041134
4066,305041133
4066,304041102
4066,305041134
4066,305041137
4067,304031096
4068,304031092
4068,304031094
4068,304031097
4069,304021087
4069,304021088
4069,304021089
4069,304021090
4069,304021091
4070,304021091
4070,304021086
4072,304031096
4073,304011084
4074,304011082
4074,304011081
4074,304011083
4074,310011271
4074,304011085
4075,304031093
4075,304031092
4075,310011275
4075,304031095
4076,310011271
4076,310011276
4077,310011273
4077,310011272
4077,310011274
4077,310011271
4078,310011273
4101,305011107
4101,305011110
4101,305011112
4102,303021058
4102,303021054
4103,303021052
4103,303021054
4103,303021055
4104,303021059
4105,303021052
4105,303041068
4105,303021059
4106,303051076
4107,303041070
4108,303051076
4108,303041067
4109,303061079
4109,303031061
4109,303041069
4109,303061080
4110,303051076
4110,303051074
4111,303041070
4112,303061077
4113,303031060
4113,303061078
4114,311061330
4114,311061331
4114,311061336
4115,303051072
4115,303051075
4116,303051073
4116,303051075
4117,311031312
4117,303051073
4118,311031312
4118,311031319
4118,311031316
4119,311061335
4120,303021055
4121,303041071
4121,303021056
4121,303021057
4121,303031063
4122,303031062
4122,303031063
4122,303031065
4122,303031066
4123,311061332
4123,303031064
4124,311031311
4124,311031315
4124,311041320
4125,311031318
4125,311031311
4127,311061334
4127,311061329
4127,311061332
4127,311061333
4128,311051327
4128,311051325
4129,311051324
4129,311051325
4129,311051327
4130,311051324
4131,311051326
4132,311031314
4132,311031317
4133,311031313
4133,311051323
4133,311051328
4151,303021053
4152,303011047
4152,303011049
4152,303011050
4152,303011051
4153,301011002
4154,301011002
4154,301031019
4155,301011002
4156,303031064
4157,301011004
4157,301021011
4158,301011005
4159,301011003
4160,301021007
4160,301021008
4160,301011006
4161,301011001
4163,301021007
4164,301021012
4165,301021011
4165,301021013
4165,301021009
4169,305021115
4170,303011048
4170,305021117
4170,305021118
4171,305021113
4171,305021114
4171,315011399
4171,305021116
4172,301031017
4173,301031018
4174,301031017
4174,301031021
4178,301031021
4178,301031014
4178,301031020
4179,301031015
4179,301031016
4183,301021527
4184,301021527
4205,311051323
4207,309071254
4207,311021310
4207,311021306
4207,311041322
4207,309071258
4207,311021307
4207,311021308
4207,311041321
4207,309071255
4207,311021309
4208,309071255
4208,309071254
4208,309071258
4209,309071257
4209,309071251
4209,309071258
4210,309041241
4210,309071256
4210,309071258
4211,309041241
4211,309041242
4211,309061246
4211,309061249
4211,309061248
4211,309061247
4211,309061250
4212,309071253
4212,309071252
4213,309041241
4213,309051244
4213,309061250
4214,309031235
4214,309091263
4214,309091264
4214,309091265
4215,309091540
4215,309031238
4215,309091541
4216,309031240
4216,309031236
4216,309031237
4216,309071253
4216,309031239
4217,309101267
4217,309101268
4217,309101270
4217,309101269
4218,309011227
4218,309011224
4218,309101270
4218,309011228
4219,309011225
4220,309011226
4220,309011225
4220,309011229
4221,309021233
4221,309021234
4222,309091540
4223,309021231
4223,309051243
4223,309021232
4224,309021231
4225,309021231
4225,309021230
4226,309081259
4226,309081261
4226,309081260
4227,309051245
4227,309081262
4228,309051243
4229,309081261
4230,309081261
4270,309041242
4271,309041242
4272,309041242
4275,309041242
4275,311011305
4280,311041321
4280,311041320
4280,311041322
4285,311011305
4285,311041321
4285,311041320
4285,310021277
4287,311011305
4300,310041296
4300,310041297
4300,310041298
4300,310041300
4300,310041303
4300,310041304
4301,310041299
4301,310041302
4303,310031284
4303,310041301
4303,310031295
4304,310031284
4304,310031287
4305,310031287
4305,310031283
4305,310031285
4305,310031286
4305,310031293
4305,310031291
4305,310021277
4305,310031292
4306,310021282
4306,313031370
4306,310021281
4306,310031289
4306,319021509
4306,310031291
4306,310031288
4306,307021179
4306,310031294
4306,310021278
4306,310031290
4306,310021279
4306,310021277
4307,310021277
4307,310021282
4309,310021277
4310,310021277
4311,310021281
4311,310021278
4311,317011451
4311,310021280
4312,310021278
4313,310021278
4313,313031370
4314,313031370
4314,319021509
4314,307021179
4340,310021282
4340,310021277
4341,310021280
4342,310021280
4343,317011451
4343,310021280
4343,317011448
4344,317011451
4345,317011448
4346,310021282
4347,317011451
4350,307021182
4350,317011450
4350,317011458
4350,317011456
4350,317011453
4350,317011459
4350,317011446
4350,317011447
4350,317011457
4350,317011445
4350,307021180
4350,317011454
4350,317011452
4350,317011455
4352,307031188
4352,317011451
4352,317011450
4352,307021182
4352,307011174
4352,307021179
4352,307021181
4352,317011449
4352,307021180
4352,317011445
4352,307031186
4352,307031184
4352,317011456
4353,307021179
4354,307021179
4355,307021179
4356,307021180
4356,307021182
4357,307021181
4357,307011174
4358,317011445
4358,307031184
4359,307031184
4360,307031184
4361,307031184
4361,307031186
4362,307031186
4363,307021182
4364,307021182
4365,307031186
4370,307031186
4370,307031189
4370,307031185
4371,307031185
4372,307031185
4373,307031185
4374,307031186
4375,307031188
4376,307031188
4377,307031188
4377,110021194
4378,307031188
4380,307031188
4380,110021194
4380,307031187
4381,307031188
4382,307031188
4383,110021194
4383,307031188
4384,307011174
4385,307011174
4385,110021192
4387,307011174
4388,307011174
4390,307011174
4390,307011173
4400,317011449
4401,307021179
4401,307021180
4402,307021179
4403,307021179
4403,307021180
4404,307021180
4405,307021180
4405,307011178
4405,307021183
4405,319021509
4406,307011178
4406,307021183
4407,307021181
4407,307021180
4408,307021183
4410,307021183
4411,307021183
4412,307011172
4413,307011172
4413,307011178
4415,307011175
4416,307011175
4417,307011177
4418,307011175
4419,308041528
4419,307011175
4420,308041528
4421,307011178
4422,307011178
4423,307011178
4423,307011177
4424,307011175
4425,307011175
4426,307011177
4427,307011175
4427,307011177
4428,307011177
4454,307011177
4455,315031409
4455,307011177
4455,307011176
4461,307011177
4462,307011177
4465,307011177
4467,307011177
4468,315031409
4470,315031409
4471,315031411
4472,315031408
4474,315031411
4475,315031411
4477,315031409
4478,315031408
4479,315031409
4480,315031411
4481,315031410
4482,315031410
4486,307011171
4487,307011177
4487,307011171
4488,307011171
4488,315031411
4489,315031411
4490,315031411
4491,315031411
4492,315031411
4493,315031411
4494,307011174
4496,307011174
4497,307011174
4497,307011171
4498,307011174
4500,314031391
4500,314031394
4500,314011383
4500,314011387
4501,314031392
4502,314031393
4503,314021388
4503,314021389
4503,314011384
4504,313041375
4505,313041372
4505,313021364
4506,313041376
4506,313021366
4507,313011363
4508,313041373
4509,314021390
4510,313021365
4510,313011362
4510,313021366
4510,313041376
4511,313011362
4512,313021369
4512,313031371
4514,313031371
4514,313031370
4515,313031370
4516,313021367
4517,316061441
4518,316061441
4519,316061439
4519,316061440
4520,314011384
4520,314011387
4520,304041099
4521,313031371
4521,314011384
4550,316061439
4550,316061442
4551,316021417
4551,316021420
4551,316021422
4551,316021419
4551,108041162
4551,316021421
4552,316061440
4553,316061442
4554,316061444
4555,316061444
4556,316011413
4556,316071546
4556,316011416
4556,316011414
4557,316031428
4557,316011415
4558,316031427
4558,316011413
4559,316071546
4559,316061444
4559,316071548
4560,316071545
4560,316071548
4560,316061443
4560,316071547
4560,316061444
4560,316071546
4561,316071547
4561,316071545
4562,316061443
4562,316081549
4562,316071547
4563,316081549
4563,319031514
4564,316031426
4565,316081549
4565,316051438
4566,316051435
4567,316051437
4567,316051434
4568,316081549
4569,316081549
4570,319031514
4570,319031512
4570,319051525
4570,319031513
4570,319031515
4570,313031370
4570,319031511
4571,316081549
4572,316031428
4573,316031425
4573,316051543
4573,316051544
4574,316061443
4574,319031514
4575,316021424
4575,316021423
4575,316021418
4580,319031511
4581,319051522
4581,319031511
4600,319031515
4601,319031515
4601,319021506
4605,319021506
4606,319021506
4608,319021506
4608,319021507
4610,319021507
4610,319021506
4610,319021509
4610,319021505
4611,319021506
4612,319021506
4613,319021506
4614,319021509
4614,307021179
4615,319021509
4615,319031515
4620,319051525
4621,319021503
4621,319051525
4625,319021503
4626,319021503
4627,319021508
4630,319021508
4630,319021510
4650,319051522
4650,319051525
4650,319051524
4650,319051523
4650,319021503
4650,319051526
4655,319041516
4655,319041517
4655,319041518
4655,315021405
4655,319041520
4655,319051522
4655,319041519
4655,319041521
4659,319051522
4660,319011499
4660,319051522
4662,319051522
4670,319011498
4670,319011499
4670,319011492
4670,319011502
4670,319011500
4670,319011493
4670,319011494
4670,319011495
4670,319011496
4670,319011497
4670,319011501
4671,319021504
4671,319011499
4671,319021508
4673,319011498
4674,308051530
4676,308051530
4677,308051530
4678,308051530
4680,308051535
4680,308051534
4680,308051531
4680,308051533
4680,308051532
4680,308051538
4680,308051539
4680,308051536
4680,308051537
4694,308051535
4695,308051535
4697,308051535
4699,308031206
4700,308031222
4700,308031217
4700,308031216
4700,308031219
4701,308031205
4701,308031213
4701,308031208
4701,308031219
4701,308031218
4701,308031215
4701,308031211
4701,308031214
4701,308031217
4701,308031222
4701,308031209
4702,308041528
4702,308011190
4702,308031220
4702,308011191
4702,308031206
4702,308031219
4702,308031218
4702,308031213
4702,308031209
4702,308031210
4702,308031215
4702,308031221
4702,315031408
4702,315031412
4703,308031219
4703,308031223
4703,308031207
4703,308031221
4703,308031218
4704,308031219
4705,312011338
4705,308031219
4706,308031219
4707,312011338
4709,308011191
4710,308031207
4711,308031209
4712,308011190
4713,308011190
4714,308031212
4715,308041529
4715,308041528
4716,308041528
4717,308011190
4718,308011190
4718,308041528
4719,308041528
4720,308011192
4720,308011191
4721,308011191
4721,312011339
4722,308011191
4723,308011191
4724,315031408
4725,315031408
4726,315031408
4727,315031412
4728,315031408
4730,315031412
4730,315031410
4731,315031412
4732,315031408
4733,315031410
4735,315031410
4736,315031410
4737,312021352
4737,312011338
4737,312021357
4738,312011338
4738,312021352
4739,312011338
4740,312021357
4740,312021352
4740,312021342
4740,312021350
4740,312021353
4740,312021344
4740,312021346
4740,312021349
4740,312021343
4740,312021348
4740,312021356
4740,312021358
4740,310021280
4740,312021355
4741,312021353
4741,312021351
4741,312011338
4741,312031359
4741,312021357
4741,312021345
4741,312021348
4741,312021352
4742,312011338
4743,312011338
4744,312011341
4744,312011339
4745,312011338
4746,312011338
4750,312021354
4751,312021357
4753,312021351
4754,312021351
4756,312021351
4757,312021351
4757,312021345
4798,312021353
4799,312021353
4800,312031361
4800,312031359
4800,312031360
4800,312021353
4800,319011499
4801,312031359
4802,312031359
4803,312031359
4804,312011340
4805,312011340
4805,312011337
4806,318011461
4807,318011461
4807,318011460
4808,318011461
4809,318011461
4810,318021469
4810,318021489
4810,318021490
4810,318021488
4810,318021475
4811,318021487
4811,318021474
4811,318021489
4811,318021491
4812,318021476
4812,318021478
4812,318021479
4812,318021485
4813,318021468
4813,318021490
4814,318021467
4814,318021472
4814,318021468
4814,318021474
4814,318021475
4814,318021477
4814,318021484
4814,318021482
4814,318021476
4815,318021471
4815,318021489
4815,318021480
4816,318021489
4816,318021486
4816,318011463
4816,306031161
4816,308031223
4816,315021407
4816,315021404
4816,318011462
4817,318021470
4817,318021486
4817,318021482
4817,318021471
4818,318021473
4818,318021486
4818,318021484
4818,318021470
4819,318021483
4820,318011462
4820,318011463
4821,315021407
4822,315021407
4822,315011397
4823,315021404
4823,315021407
4823,315031410
4824,315021406
4824,315021404
4824,315021407
4825,312021357
4825,702021055
4825,315021406
4825,315021405
4825,315031410
4825,315021404
4828,315021406
4829,315031410
4830,315021404
4849,306031161
4850,318011465
4850,318011464
4850,318011463
4852,306031160
4852,306031161
4854,306031161
4855,306031160
4856,306031160
4857,306031160
4858,306031160
4859,306031160
4860,306031160
4860,306031159
4860,306031158
4860,303041070
4860,306051169
4860,306031162
4861,306031158
4865,306021148
4868,306021146
4868,306021153
4868,211051276
4868,306021155
4868,306021157
4869,306021144
4869,306021147
4869,306021148
4870,306011140
4870,306011141
4870,306011138
4870,306021154
4870,306021151
4870,306021145
4870,306021146
4870,306021156
4870,306021149
4870,306021150
4870,306021152
4871,315011397
4871,315011400
4871,306031158
4871,315011395
4871,306031160
4871,315011396
4871,306021148
4871,306041165
4871,306051168
4871,315011398
4871,306011139
4871,315021404
4871,306041164
4871,306031163
4872,306051169
4872,315011400
4872,306021145
4872,306051167
4872,306051168
4872,319021503
4872,306051166
4873,319021508
4873,306041164
4873,306041165
4874,315011403
4874,315011396
4875,315011402
4875,315011401
4876,315011399
4877,306041165
4878,306011141
4878,306011143
4878,306011142
4879,306011139
4879,306011142
4880,315011400
4880,306051170
4881,306051168
4882,306051166
4883,306051166
4883,306051169
4884,306051169
4885,306051169
4886,306051169
4887,306051167
4887,315011400
4888,306051167
4890,315021404
4891,315021404
4892,315011397
4892,315011400
4892,315011396
4892,315011395
4892,315011398
4892,315021404
4895,315011396
5000,401011001
5001,401011001
5005,401011001
5006,401011002
5007,404011093
5008,404011093
5008,404021102
5009,404011093
5009,404011090
5009,404011097
5010,404021102
5011,404011097
5011,404011090
5012,404011097
5012,404021102
5013,404021101
5013,404011097
5013,404021102
5014,404011094
5014,404021101
5014,404011097
5015,404021099
5015,404021101
5016,404021099
5016,404021100
5017,404021100
